Year,Country,Clean GW,Fossil GW,Gas and Other Fossil GW,"Hydro, Bioenergy and Other Renewables GW",Renewables GW,Wind and Solar GW,Bioenergy GW,Coal GW,Gas GW,Hydro GW,Nuclear GW,Other Fossil GW,Other Renewables GW,Solar GW,Wind GW,Demand TWh,Demand per capita MWh,Clean %,Fossil %,Gas and Other Fossil %,"Hydro, Bioenergy and Other Renewables %",Renewables %,Wind and Solar %,Clean TWh,Fossil TWh,Gas and Other Fossil TWh,"Hydro, Bioenergy and Other Renewables TWh",Renewables TWh,Wind and Solar TWh,Bioenergy %,Coal %,Gas %,Hydro %,Nuclear %,Other Fossil %,Other Renewables %,Solar %,Wind %,Bioenergy TWh,Coal TWh,Gas TWh,Hydro TWh,Nuclear TWh,Other Fossil TWh,Other Renewables TWh,Solar TWh,Wind TWh,Total Generation TWh,Net Imports TWh,Clean mtCO2,Fossil mtCO2,Gas and Other Fossil mtCO2,"Hydro, Bioenergy and Other Renewables mtCO2",Renewables mtCO2,Wind and Solar mtCO2,CO2 intensity gCO2/kWh,Bioenergy mtCO2,Coal mtCO2,Gas mtCO2,Hydro mtCO2,Nuclear mtCO2,Other Fossil mtCO2,Other Renewables mtCO2,Solar mtCO2,Wind mtCO2,Total emissions mtCO2,"GDP per capita,PPP"
2011,Bulgaria,4.83,7.52,1.2,2.25,2.94,0.69,0.01,6.32,1.2,2.24,1.89,0,0,0.15,0.54,39.3,5.21,40.43,59.56,4.46,5.86,7.78,1.92,20.2,29.76,2.23,2.93,3.89,0.96,0.12,55.1,4.16,5.74,32.65,0.3,0,0.2,1.72,0.06,27.53,2.08,2.87,16.31,0.15,0,0.1,0.86,49.96,-10.66,0.17,28.69,0.95,0.08,0.09,0.01,577.66,0.01,27.74,0.85,0.07,0.08,0.1,0,0,0.01,28.86,18663.006
2012,Bulgaria,5.84,7.52,1.2,2.33,3.93,1.6,0.01,6.32,1.2,2.32,1.91,0,0,0.92,0.68,38.15,5.1,45.26,54.74,5.51,6.99,11.3,4.31,21.03,25.43,2.56,3.25,5.25,2,0.15,49.23,5.08,6.84,33.96,0.43,0,1.68,2.63,0.07,22.87,2.36,3.18,15.78,0.2,0,0.78,1.22,46.46,-8.31,0.23,24.18,1.09,0.1,0.15,0.05,525.4,0.02,23.09,0.96,0.08,0.08,0.13,0,0.04,0.01,24.41,18911.982
2013,Bulgaria,6.07,7.31,1.2,2.37,4.09,1.72,0.03,6.11,1.2,2.34,1.98,0,0,1.04,0.68,36.84,4.96,49,51,5.93,9.65,16.06,6.41,21.08,21.94,2.55,4.15,6.91,2.76,0.26,45.07,5.44,9.39,32.94,0.49,0,3.23,3.18,0.11,19.39,2.34,4.04,14.17,0.21,0,1.39,1.37,43.02,-6.18,0.28,20.69,1.1,0.12,0.21,0.09,487.45,0.02,19.59,0.96,0.1,0.07,0.14,0,0.07,0.02,20.97,18914.898
2014,Bulgaria,6.11,7.1,1.2,2.4,4.13,1.73,0.04,5.9,1.2,2.36,1.98,0,0,1.03,0.7,37.46,5.08,49.57,50.43,5.01,10.23,15.75,5.52,23.26,23.66,2.35,4.8,7.39,2.59,0.43,45.42,4.56,9.8,33.82,0.45,0,2.69,2.83,0.2,21.31,2.14,4.6,15.87,0.21,0,1.26,1.33,46.92,-9.46,0.31,22.54,1.01,0.15,0.23,0.08,487,0.04,21.53,0.87,0.11,0.08,0.14,0,0.06,0.02,22.85,19203.324
2015,Bulgaria,6.12,6.26,1.2,2.41,4.14,1.73,0.05,5.06,1.2,2.36,1.98,0,0,1.03,0.7,38.13,5.22,49.53,50.46,4.21,12.15,17.96,5.81,24.13,24.58,2.05,5.92,8.75,2.83,0.55,46.25,3.82,11.6,31.57,0.39,0,2.83,2.98,0.27,22.53,1.86,5.65,15.38,0.19,0,1.38,1.45,48.71,-10.58,0.35,23.74,0.89,0.19,0.28,0.09,494.56,0.06,22.85,0.76,0.13,0.07,0.13,0,0.07,0.02,24.09,19982.867
2016,Bulgaria,6.12,6.26,1.2,2.42,4.15,1.73,0.06,5.06,1.2,2.36,1.97,0,0,1.03,0.7,38.16,5.27,51.25,48.75,5.25,9.5,15.81,6.31,22.82,21.71,2.34,4.23,7.04,2.81,0.79,43.5,4.6,8.71,35.44,0.65,0,3.12,3.19,0.35,19.37,2.05,3.88,15.78,0.29,0,1.39,1.42,44.53,-6.37,0.34,20.68,1.03,0.17,0.26,0.09,472.04,0.08,19.65,0.84,0.09,0.08,0.19,0,0.07,0.02,21.02,20732.58
2017,Bulgaria,6.26,6.31,1.2,2.56,4.29,1.73,0.05,5.11,1.2,2.51,1.97,0,0,1.03,0.7,39.36,5.48,48.35,51.64,4.99,7.2,13.67,6.47,21.68,23.16,2.24,3.23,6.13,2.9,0.89,46.65,4.3,6.31,34.68,0.69,0,3.12,3.35,0.4,20.92,1.93,2.83,15.55,0.31,0,1.4,1.5,44.84,-5.48,0.33,22.22,0.99,0.16,0.25,0.09,502.9,0.09,21.23,0.79,0.07,0.08,0.2,0,0.07,0.02,22.55,21458.049
2018,Bulgaria,6.32,6.31,1.2,2.58,4.31,1.73,0.07,5.11,1.2,2.51,2.01,0,0,1.03,0.7,38.7,5.44,54.85,45.15,5.03,14.45,20.17,5.72,25.51,21,2.34,6.72,9.38,2.66,3.38,40.12,4.34,11.07,34.68,0.69,0,2.88,2.84,1.57,18.66,2.02,5.15,16.13,0.32,0,1.34,1.32,46.51,-7.81,0.62,19.97,1.03,0.46,0.54,0.08,442.7,0.34,18.94,0.82,0.12,0.08,0.21,0,0.06,0.02,20.59,22196.02
2019,Bulgaria,6.32,6.31,1.2,2.57,4.31,1.74,0.06,5.11,1.2,2.51,2.01,0,0,1.04,0.7,37.91,5.38,55.01,44.99,5.65,10.86,17.13,6.27,24.05,19.67,2.47,4.75,7.49,2.74,4.16,39.34,4.92,6.7,37.88,0.73,0,3.25,3.02,1.82,17.2,2.15,2.93,16.56,0.32,0,1.42,1.32,43.72,-5.81,0.63,18.55,1.09,0.46,0.55,0.09,438.7,0.39,17.46,0.88,0.07,0.08,0.21,0,0.07,0.02,19.18,23254.787
2020,Bulgaria,6.37,6.31,1.2,2.56,4.36,1.8,0.05,5.11,1.2,2.51,2.01,0,0,1.1,0.7,36.73,5.26,60.05,39.97,6.31,11.27,18.62,7.35,24.1,16.04,2.53,4.52,7.47,2.95,4.24,33.66,5.71,7.03,41.43,0.6,0,3.66,3.69,1.7,13.51,2.29,2.82,16.63,0.24,0,1.47,1.48,40.14,-3.41,0.61,14.8,1.09,0.44,0.53,0.09,383.91,0.37,13.71,0.93,0.07,0.08,0.16,0,0.07,0.02,15.41,22466.918
2021,Bulgaria,6.54,6.31,1.2,2.56,4.53,1.97,0.05,5.11,1.2,2.51,2.01,0,0,1.27,0.7,38.44,5.58,56.75,43.24,7.05,15.69,21.83,6.14,26.8,20.42,3.33,7.41,10.31,2.9,5.48,36.19,6.46,10.21,34.92,0.59,0,3.11,3.03,2.59,17.09,3.05,4.82,16.49,0.28,0,1.47,1.43,47.22,-8.78,0.84,18.77,1.43,0.67,0.76,0.09,415.29,0.56,17.34,1.25,0.11,0.08,0.18,0,0.07,0.02,19.61,24386.18
2022,Bulgaria,7.03,6.31,1.2,2.58,5.02,2.44,0.05,5.11,1.2,2.53,2.01,0,0,1.74,0.7,38.03,5.52,51.84,48.17,4.78,12.03,19.06,7.03,26.03,24.19,2.4,6.04,9.57,3.53,4.46,43.39,4.08,7.57,32.78,0.7,0,4.16,2.87,2.24,21.79,2.05,3.8,16.46,0.35,0,2.09,1.44,50.22,-12.19,0.77,23.18,1.07,0.57,0.69,0.12,476.9,0.48,22.11,0.84,0.09,0.08,0.23,0,0.1,0.02,23.95,26961.291
2000,Cyprus,0,0.63,0.63,0,0,0,0,0,0,0,0,0.63,0,0,0,3.37,3.55,0,100,100,0,0,0,0,3.37,3.37,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,3.37,0,0,0,3.37,0,0,2.22,2.22,0,0,0,658.75,0,0,0,0,0,2.22,0,0,0,2.22,32943.367
2001,Cyprus,0,0.63,0.63,0,0,0,0,0,0,0,0,0.63,0,0,0,3.55,3.68,0,100,100,0,0,0,0,3.55,3.55,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,3.55,0,0,0,3.55,0,0,2.34,2.34,0,0,0,659.16,0,0,0,0,0,2.34,0,0,0,2.34,33878.34
2002,Cyprus,0,0.89,0.89,0,0,0,0,0,0,0,0,0.89,0,0,0,3.79,3.86,0,100,100,0,0,0,0,3.79,3.79,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,3.79,0,0,0,3.79,0,0,2.49,2.49,0,0,0,656.99,0,0,0,0,0,2.49,0,0,0,2.49,34739.215
2003,Cyprus,0,0.96,0.96,0,0,0,0,0,0,0,0,0.96,0,0,0,4.05,4.05,0,100,100,0,0,0,0,4.05,4.05,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,4.05,0,0,0,4.05,0,0,2.66,2.66,0,0,0,656.79,0,0,0,0,0,2.66,0,0,0,2.66,35219.87
2004,Cyprus,0,0.96,0.96,0,0,0,0,0,0,0,0,0.96,0,0,0,4.2,4.12,0,100,100,0,0,0,0,4.2,4.2,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,4.2,0,0,0,4.2,0,0,2.76,2.76,0,0,0,657.14,0,0,0,0,0,2.76,0,0,0,2.76,36498.637
2005,Cyprus,0,1.09,1.09,0,0,0,0,0,0,0,0,1.09,0,0,0,4.38,4.22,0,100,100,0,0,0,0,4.38,4.38,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,4.38,0,0,0,4.38,0,0,2.88,2.88,0,0,0,657.53,0,0,0,0,0,2.88,0,0,0,2.88,37722.72
2006,Cyprus,0,1.09,1.09,0,0,0,0,0,0,0,0,1.09,0,0,0,4.65,4.41,0,100,100,0,0,0,0,4.65,4.65,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,4.65,0,0,0,4.65,0,0,3.06,3.06,0,0,0,658.07,0,0,0,0,0,3.06,0,0,0,3.06,38847.344
2007,Cyprus,0,1.09,1.09,0,0,0,0,0,0,0,0,1.09,0,0,0,4.87,4.54,0,100,100,0,0,0,0,4.87,4.87,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,4.87,0,0,0,4.87,0,0,3.2,3.2,0,0,0,657.08,0,0,0,0,0,3.2,0,0,0,3.2,39967.742
2008,Cyprus,0.01,1.31,1.31,0.01,0.01,0,0.01,0,0,0,0,1.31,0,0,0,5.07,4.64,0.2,99.8,99.8,0.2,0.2,0,0.01,5.06,5.06,0.01,0.01,0,0.2,0,0,0,0,99.8,0,0,0,0.01,0,0,0,0,5.06,0,0,0,5.07,0,0,3.33,3.33,0,0,0,656.81,0,0,0,0,0,3.33,0,0,0,3.33,40398.023
2009,Cyprus,0.01,1.44,1.44,0.01,0.01,0,0.01,0,0,0,0,1.44,0,0,0,5.21,4.69,0.58,99.42,99.42,0.58,0.58,0,0.03,5.18,5.18,0.03,0.03,0,0.58,0,0,0,0,99.42,0,0,0,0.03,0,0,0,0,5.18,0,0,0,5.21,0,0.01,3.41,3.41,0.01,0.01,0,656.43,0.01,0,0,0,0,3.41,0,0,0,3.42,38535.41
2010,Cyprus,0.1,1.49,1.49,0.01,0.1,0.09,0.01,0,0,0,0,1.49,0,0.01,0.08,5.33,4.72,1.5,98.5,98.5,0.75,1.5,0.75,0.08,5.25,5.25,0.04,0.08,0.04,0.75,0,0,0,0,98.5,0,0.19,0.56,0.04,0,0,0,0,5.25,0,0.01,0.03,5.33,0,0.01,3.45,3.45,0.01,0.01,0,649.16,0.01,0,0,0,0,3.45,0,0,0,3.46,38297
2011,Cyprus,0.15,1.49,1.49,0.01,0.15,0.14,0.01,0,0,0,0,1.49,0,0.01,0.13,4.92,4.3,3.46,96.54,96.54,1.02,3.46,2.44,0.17,4.75,4.75,0.05,0.17,0.12,1.02,0,0,0,0,96.54,0,0.2,2.24,0.05,0,0,0,0,4.75,0,0.01,0.11,4.92,0,0.01,3.13,3.13,0.01,0.01,0,638.21,0.01,0,0,0,0,3.13,0,0,0,3.14,37482.105
2012,Cyprus,0.18,1.71,1.71,0.01,0.18,0.17,0.01,0,0,0,0,1.71,0,0.02,0.15,4.72,4.08,5.51,94.49,94.49,1.06,5.51,4.45,0.26,4.46,4.46,0.05,0.26,0.21,1.06,0,0,0,0,94.49,0,0.42,4.03,0.05,0,0,0,0,4.46,0,0.02,0.19,4.72,0,0.01,2.93,2.93,0.01,0.01,0,622.88,0.01,0,0,0,0,2.93,0,0,0,2.94,35642.92
2013,Cyprus,0.2,1.71,1.71,0.01,0.2,0.19,0.01,0,0,0,0,1.71,0,0.04,0.15,4.29,3.68,7.7,92.31,92.31,1.17,7.7,6.53,0.33,3.96,3.96,0.05,0.33,0.28,1.17,0,0,0,0,92.31,0,1.17,5.36,0.05,0,0,0,0,3.96,0,0.05,0.23,4.29,0,0.01,2.61,2.61,0.01,0.01,0,610.72,0.01,0,0,0,0,2.61,0,0,0,2.62,33384.73
2014,Cyprus,0.22,1.71,1.71,0.01,0.22,0.21,0.01,0,0,0,0,1.71,0,0.06,0.15,4.34,3.69,7.14,92.86,92.86,1.15,7.14,5.99,0.31,4.03,4.03,0.05,0.31,0.26,1.15,0,0,0,0,92.86,0,1.84,4.15,0.05,0,0,0,0,4.03,0,0.08,0.18,4.34,0,0.01,2.65,2.65,0.01,0.01,0,612.9,0.01,0,0,0,0,2.65,0,0,0,2.66,33136.742
2015,Cyprus,0.25,1.85,1.85,0.01,0.25,0.24,0.01,0,0,0,0,1.85,0,0.08,0.16,4.54,3.82,8.81,91.19,91.19,1.1,8.81,7.71,0.4,4.14,4.14,0.05,0.4,0.35,1.1,0,0,0,0,91.19,0,2.86,4.85,0.05,0,0,0,0,4.14,0,0.13,0.22,4.54,0,0.02,2.72,2.72,0.01,0.02,0.01,603.52,0.01,0,0,0,0,2.72,0,0.01,0,2.74,34453.39
2016,Cyprus,0.25,1.85,1.85,0.01,0.25,0.24,0.01,0,0,0,0,1.85,0,0.08,0.16,4.89,4.08,8.79,91.21,91.21,1.02,8.79,7.77,0.43,4.46,4.46,0.05,0.43,0.38,1.02,0,0,0,0,91.21,0,3.07,4.7,0.05,0,0,0,0,4.46,0,0.15,0.23,4.89,0,0.02,2.93,2.93,0.01,0.02,0.01,603.27,0.01,0,0,0,0,2.93,0,0.01,0,2.95,36509.355
2017,Cyprus,0.28,1.85,1.85,0.01,0.28,0.27,0.01,0,0,0,0,1.85,0,0.11,0.16,5,4.14,8.6,91.4,91.4,1,8.6,7.6,0.43,4.57,4.57,0.05,0.43,0.38,1,0,0,0,0,91.4,0,3.4,4.2,0.05,0,0,0,0,4.57,0,0.17,0.21,5,0,0.02,3.01,3.01,0.01,0.02,0.01,606,0.01,0,0,0,0,3.01,0,0.01,0,3.03,38288.27
2018,Cyprus,0.29,1.85,1.85,0.01,0.29,0.28,0.01,0,0,0,0,1.85,0,0.12,0.16,5.06,4.15,9.49,90.51,90.51,1.19,9.49,8.3,0.48,4.58,4.58,0.06,0.48,0.42,1.19,0,0,0,0,90.51,0,3.95,4.35,0.06,0,0,0,0,4.58,0,0.2,0.22,5.06,0,0.02,3.01,3.01,0.01,0.02,0.01,598.81,0.01,0,0,0,0,3.01,0,0.01,0,3.03,39977.312
2019,Cyprus,0.32,1.85,1.85,0.01,0.32,0.31,0.01,0,0,0,0,1.85,0,0.15,0.16,5.15,4.19,10.1,89.9,89.9,1.17,10.1,8.93,0.52,4.63,4.63,0.06,0.52,0.46,1.17,0,0,0,0,89.9,0,4.27,4.66,0.06,0,0,0,0,4.63,0,0.22,0.24,5.15,0,0.02,3.05,3.05,0.01,0.02,0.01,596.12,0.01,0,0,0,0,3.05,0,0.01,0,3.07,41741.805
2020,Cyprus,0.4,1.85,1.85,0.01,0.4,0.39,0.01,0,0,0,0,1.85,0,0.23,0.16,4.85,3.92,12.38,87.63,87.63,1.24,12.38,11.14,0.6,4.25,4.25,0.06,0.6,0.54,1.24,0,0,0,0,87.63,0,6.19,4.95,0.06,0,0,0,0,4.25,0,0.3,0.24,4.85,0,0.02,2.8,2.8,0.01,0.02,0.01,581.44,0.01,0,0,0,0,2.8,0,0.01,0,2.82,39871.87
2021,Cyprus,0.48,1.85,1.85,0.01,0.48,0.47,0.01,0,0,0,0,1.85,0,0.31,0.16,5.12,4.12,15.23,84.77,84.77,1.17,15.23,14.06,0.78,4.34,4.34,0.06,0.78,0.72,1.17,0,0,0,0,84.77,0,9.18,4.88,0.06,0,0,0,0,4.34,0,0.47,0.25,5.12,0,0.03,2.86,2.86,0.01,0.03,0.02,564.45,0.01,0,0,0,0,2.86,0,0.02,0,2.89,43417.27
2022,Cyprus,0.59,1.85,1.85,0.01,0.59,0.58,0.01,0,0,0,0,1.85,0,0.42,0.16,5.26,4.23,16.73,83.27,83.27,1.14,16.73,15.59,0.88,4.38,4.38,0.06,0.88,0.82,1.14,0,0,0,0,83.27,0,11.41,4.18,0.06,0,0,0,0,4.38,0,0.6,0.22,5.26,0,0.04,2.88,2.88,0.01,0.04,0.03,555.13,0.01,0,0,0,0,2.88,0,0.03,0,2.92,44996.316
2000,Poland,0.84,29.51,0.41,0.84,0.84,0,0.02,29.1,0.41,0.82,0,0,0,0,0,136.81,3.55,1.62,98.37,3.46,1.62,1.62,0,2.33,140.85,4.96,2.33,2.33,0,0.15,94.91,0.65,1.47,0,2.81,0,0,0,0.22,135.89,0.93,2.11,0,4.03,0,0,0,143.18,-6.37,0.1,136.58,3.03,0.1,0.1,0,954.6,0.05,133.55,0.38,0.05,0,2.65,0,0,0,136.68,16177.867
2001,Poland,0.92,29.51,0.41,0.9,0.92,0.02,0.03,29.1,0.41,0.87,0,0,0,0,0.02,136.99,3.54,1.94,98.07,4.16,1.93,1.94,0.01,2.78,140.94,5.97,2.77,2.78,0.01,0.31,93.91,0.95,1.62,0,3.21,0,0,0.01,0.44,134.97,1.36,2.33,0,4.61,0,0,0.01,143.72,-6.73,0.16,136.31,3.58,0.16,0.16,0,949.56,0.1,132.73,0.55,0.06,0,3.03,0,0,0,136.47,16385.998
2002,Poland,0.9,30.13,0.68,0.87,0.9,0.03,0.03,29.45,0.68,0.84,0,0,0,0,0.03,135.42,3.5,1.94,98.05,4.75,1.9,1.94,0.04,2.77,139.72,6.78,2.71,2.77,0.06,0.3,93.3,1.54,1.6,0,3.21,0,0,0.04,0.43,132.94,2.2,2.28,0,4.58,0,0,0.06,142.49,-7.07,0.14,134.6,3.91,0.14,0.14,0,945.61,0.09,130.69,0.9,0.05,0,3.01,0,0,0,134.74,16727.34
2003,Poland,0.95,30.28,0.78,0.91,0.95,0.04,0.04,29.5,0.78,0.87,0,0,0,0,0.04,139.85,3.62,1.5,98.5,4.73,1.42,1.5,0.08,2.25,147.76,7.1,2.13,2.25,0.12,0.31,93.77,1.61,1.11,0,3.12,0,0,0.08,0.46,140.66,2.42,1.67,0,4.68,0,0,0.12,150.01,-10.16,0.14,142.34,4.07,0.14,0.14,0,949.8,0.1,138.27,0.99,0.04,0,3.08,0,0,0,142.48,17324.217
2004,Poland,0.97,30.48,0.98,0.93,0.97,0.04,0.05,29.5,0.98,0.88,0,0,0,0,0.04,143.25,3.71,2.09,97.9,5.39,2,2.09,0.09,3.2,149.34,8.22,3.06,3.2,0.14,0.64,92.51,2.11,1.36,0,3.28,0,0,0.09,0.98,141.12,3.22,2.08,0,5,0,0,0.14,152.54,-9.29,0.26,143.32,4.6,0.26,0.26,0,941.26,0.21,138.72,1.31,0.05,0,3.29,0,0,0,143.58,18198.1
2005,Poland,1.08,30.48,0.98,0.96,1.08,0.12,0.05,29.5,0.98,0.91,0,0,0,0,0.12,144.1,3.74,2.48,97.51,6.15,2.39,2.48,0.09,3.85,151.44,9.56,3.71,3.85,0.14,0.97,91.36,3.32,1.42,0,2.83,0,0,0.09,1.51,141.88,5.16,2.2,0,4.4,0,0,0.14,155.29,-11.19,0.38,144.39,5.01,0.38,0.38,0,932.26,0.33,139.38,2.11,0.05,0,2.9,0,0,0,144.77,18844.557
2006,Poland,1.16,30.48,0.98,0.99,1.16,0.17,0.06,29.5,0.98,0.93,0,0,0,0,0.17,149.71,3.88,2.67,97.33,5.85,2.51,2.67,0.16,4.29,156.41,9.4,4.03,4.29,0.26,1.24,91.48,2.85,1.27,0,3,0,0,0.16,1.99,147.01,4.58,2.04,0,4.82,0,0,0.26,160.7,-10.99,0.48,149.28,5.04,0.48,0.48,0,931.92,0.43,144.24,1.87,0.05,0,3.17,0,0,0,149.76,20012.621
2007,Poland,1.3,30.46,1.02,0.99,1.3,0.31,0.07,29.44,1.02,0.92,0,0,0,0,0.31,153.17,3.98,3.42,96.58,5.73,3.09,3.42,0.33,5.43,153.09,9.08,4.91,5.43,0.52,1.61,90.85,2.83,1.48,0,2.9,0,0,0.33,2.56,144.01,4.48,2.35,0,4.6,0,0,0.52,158.52,-5.35,0.62,146.09,4.86,0.61,0.62,0.01,925.5,0.55,141.23,1.83,0.06,0,3.03,0,0,0.01,146.71,21437.457
2008,Poland,1.55,30.86,1.02,1.02,1.55,0.53,0.09,29.84,1.02,0.93,0,0,0,0,0.53,153.83,3.99,4.27,95.73,5.83,3.73,4.27,0.54,6.61,147.89,9,5.77,6.61,0.84,2.34,89.9,3.03,1.39,0,2.8,0,0,0.54,3.62,138.89,4.68,2.15,0,4.32,0,0,0.84,154.5,-0.67,0.84,141.08,4.75,0.83,0.84,0.01,918.58,0.78,136.33,1.91,0.05,0,2.84,0,0,0.01,141.92,22334.781
2009,Poland,1.75,31.08,1.02,1.04,1.75,0.71,0.11,30.06,1.02,0.93,0,0,0,0,0.71,148.67,3.86,5.77,94.24,5.83,5.05,5.77,0.72,8.69,142.17,8.79,7.61,8.69,1.08,3.47,88.41,3.18,1.58,0,2.65,0,0,0.72,5.23,133.38,4.79,2.38,0,4,0,0,1.08,150.86,-2.19,1.2,135.31,4.58,1.19,1.2,0.01,904.88,1.13,130.73,1.95,0.06,0,2.63,0,0,0.01,136.51,22951.785
2010,Poland,2.18,30.94,1.02,1.07,2.18,1.11,0.13,29.92,1.02,0.94,0,0,0,0,1.11,155.42,4.03,6.94,93.06,5.98,5.88,6.94,1.06,10.88,145.89,9.38,9.22,10.88,1.66,4.02,87.08,3.06,1.86,0,2.92,0,0,1.06,6.3,136.51,4.8,2.92,0,4.58,0,0,1.66,156.77,-1.35,1.45,138.56,4.97,1.43,1.45,0.02,893.09,1.36,133.59,1.96,0.07,0,3.01,0,0,0.02,140.01,23692.91
2011,Poland,3.02,31.58,1.02,1.22,3.02,1.8,0.28,30.56,1.02,0.94,0,0,0,0,1.8,157.63,4.08,8.06,91.93,6.12,6.1,8.06,1.96,13.13,149.74,9.98,9.93,13.13,3.2,4.67,85.81,3.57,1.43,0,2.55,0,0,1.96,7.6,139.76,5.82,2.33,0,4.16,0,0,3.2,162.87,-5.24,1.74,141.87,5.12,1.7,1.74,0.04,881.75,1.64,136.75,2.38,0.06,0,2.74,0,0,0.04,143.61,24874.172
2012,Poland,4.08,30.83,1.06,1.52,4.08,2.56,0.58,29.77,1.06,0.94,0,0,0,0,2.56,158.64,4.11,10.45,89.55,6.21,7.51,10.45,2.94,16.88,144.6,10.03,12.13,16.88,4.75,6.25,83.34,3.88,1.26,0,2.33,0,0,2.94,10.09,134.57,6.26,2.04,0,3.77,0,0,4.75,161.48,-2.84,2.29,136.71,5.03,2.23,2.29,0.06,860.79,2.18,131.68,2.55,0.05,0,2.48,0,0,0.06,139,25258.594
2013,Poland,5.12,30.38,1.06,1.69,5.12,3.43,0.74,29.32,1.06,0.95,0,0,0,0,3.43,159.26,4.13,10.41,89.59,5.5,6.75,10.41,3.66,17.06,146.72,9,11.06,17.06,6,5.26,84.09,3.22,1.49,0,2.28,0,0,3.66,8.62,137.72,5.27,2.44,0,3.73,0,0,6,163.78,-4.52,1.99,139.39,4.6,1.92,1.99,0.07,863.23,1.86,134.79,2.15,0.06,0,2.45,0,0,0.07,141.38,25490.328
2014,Poland,5.65,30.05,1.11,1.78,5.65,3.87,0.82,28.94,1.11,0.96,0,0,0,0.03,3.84,160.52,4.16,12.54,87.47,5.68,7.68,12.54,4.86,19.85,138.5,8.98,12.16,19.85,7.69,6.3,81.79,3.37,1.38,0,2.31,0,0.01,4.85,9.98,129.52,5.33,2.18,0,3.65,0,0.01,7.68,158.35,2.17,2.3,131.36,4.58,2.21,2.3,0.09,844.08,2.16,126.78,2.18,0.05,0,2.4,0,0,0.09,133.66,26488.201
2015,Poland,6.92,29.88,1.18,1.92,6.92,5,0.95,28.7,1.18,0.96,0,0,0.01,0.11,4.89,163.97,4.25,13.81,86.19,6.75,7.16,13.81,6.65,22.69,141.61,11.09,11.77,22.69,10.92,6.05,79.44,3.89,1.11,0,2.86,0,0.04,6.61,9.94,130.52,6.39,1.83,0,4.7,0,0.06,10.86,164.3,-0.33,2.32,133.42,5.7,2.19,2.32,0.13,826.17,2.15,127.72,2.61,0.04,0,3.09,0,0,0.13,135.74,27667.69
2016,Poland,7.88,29.7,1.18,1.94,7.88,5.94,0.95,28.52,1.18,0.97,0,0,0.02,0.19,5.75,168,4.36,13.74,86.27,7.76,6.09,13.74,7.65,22.81,143.19,12.87,10.1,22.81,12.71,4.8,78.51,4.72,1.29,0,3.04,0,0.07,7.58,7.96,130.32,7.83,2.14,0,5.04,0,0.12,12.59,166,2,1.93,133.96,6.52,1.77,1.93,0.16,818.61,1.72,127.44,3.2,0.05,0,3.32,0,0.01,0.15,135.89,28497.104
2017,Poland,7.99,30.9,1.9,1.94,7.99,6.05,0.94,29,1.9,0.97,0,0,0.03,0.29,5.76,172.2,4.47,14.21,85.79,8.6,5.33,14.21,8.88,24.13,145.78,14.62,9.05,24.13,15.08,3.82,77.19,5.9,1.51,0,2.7,0,0.1,8.78,6.49,131.16,10.03,2.56,0,4.59,0,0.17,14.91,169.91,2.29,1.65,135.26,7.11,1.46,1.65,0.19,805.78,1.4,128.15,4.09,0.06,0,3.02,0,0.01,0.18,136.91,29958.121
2018,Poland,8.3,31.6,2.53,1.97,8.3,6.33,0.96,29.07,2.53,0.97,0,0,0.04,0.56,5.77,175.12,4.55,12.76,87.24,10.18,5.03,12.76,7.73,21.62,147.81,17.25,8.52,21.62,13.1,3.87,77.06,7.45,1.16,0,2.73,0,0.18,7.55,6.55,130.56,12.63,1.97,0,4.62,0,0.3,12.8,169.43,5.69,1.64,135.48,8.19,1.47,1.64,0.17,809.3,1.42,127.29,5.15,0.05,0,3.04,0,0.01,0.16,137.12,31739.258
2019,Poland,9.37,32.69,2.53,1.99,9.37,7.38,0.97,30.16,2.53,0.97,0,0,0.05,1.54,5.84,173.84,4.52,15.6,84.4,12.02,5.91,15.6,9.69,25.46,137.76,19.62,9.64,25.46,15.82,4.71,72.38,9.07,1.2,0,2.95,0,0.43,9.26,7.68,118.14,14.8,1.96,0,4.82,0,0.71,15.11,163.22,10.62,1.93,124.06,9.21,1.71,1.93,0.22,771.9,1.66,114.85,6.04,0.05,0,3.17,0,0.03,0.19,125.99,33159.75
2020,Poland,12.28,32.18,2.98,2.03,12.28,10.25,1,29.2,2.98,0.98,0,0,0.05,3.95,6.3,170.42,4.44,17.96,82.03,13.69,6.66,17.96,11.3,28.23,128.92,21.52,10.47,28.23,17.76,5.31,68.34,11,1.35,0,2.69,0,1.25,10.05,8.35,107.4,17.29,2.12,0,4.23,0,1.96,15.8,157.15,13.27,2.14,113.95,9.84,1.86,2.14,0.28,738.72,1.81,104.11,7.06,0.05,0,2.78,0,0.09,0.19,116.09,32546.826
